epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.20166,1.97464,1.62942,1.34713,0.37486,0.40524,0.32362,0.11153,2.35196,1.85273,1.70952,0.0022,0.0022,0.0802
2,15.5998,2.05653,1.69652,1.37139,0.36563,0.21659,0.19733,0.06593,2.54605,3.25164,1.61567,0.0044406,0.0044406,0.0594406
3,22.9287,2.05106,1.73547,1.38164,0.45002,0.39913,0.36312,0.12571,2.35734,1.97943,1.73263,0.00662048,0.00662048,0.0386205
4,30.1627,2.13983,1.71944,1.4189,0.24306,0.25415,0.16351,0.05429,2.51633,2.45244,1.78925,0.00873964,0.00873964,0.0177396
5,37.2191,2.10816,1.77295,1.44313,0.38719,0.38253,0.33194,0.12354,2.23856,1.93527,1.55275,0.009472,0.009472,0.009472
6,44.4756,2.05283,1.74691,1.39536,0.22606,0.17118,0.11667,0.03028,2.74279,2.76632,1.73188,0.00934,0.00934,0.00934
7,51.7647,2.05575,1.67721,1.37696,0.29068,0.38428,0.26519,0.08737,2.34481,2.06136,1.5068,0.009208,0.009208,0.009208
8,58.8968,2.06181,1.74322,1.39069,0.28138,0.21921,0.16977,0.05899,2.54831,3.09669,1.88417,0.009076,0.009076,0.009076
9,65.9458,2.01759,1.68686,1.35972,0.28351,0.3487,0.2232,0.07319,2.39612,2.22306,1.63229,0.008944,0.008944,0.008944
10,72.9811,2.03694,1.65185,1.36518,0.19317,0.20873,0.11742,0.03173,2.69462,2.48049,1.70237,0.008812,0.008812,0.008812
11,80.0547,2.02879,1.63025,1.34541,0.40199,0.41485,0.33784,0.12425,2.28735,2.08881,1.62949,0.00868,0.00868,0.00868
12,87.0851,2.00374,1.70016,1.36187,0.38223,0.43014,0.34084,0.13505,2.05526,1.92319,1.45347,0.008548,0.008548,0.008548
13,94.1758,2.01218,1.64182,1.35837,0.43617,0.40524,0.40137,0.16044,2.1513,1.84727,1.50588,0.008416,0.008416,0.008416
14,101.239,2.00903,1.63689,1.35632,0.48749,0.50306,0.47685,0.19639,1.99368,1.68053,1.36797,0.008284,0.008284,0.008284
15,108.29,1.99893,1.62381,1.34662,0.45813,0.44105,0.42197,0.15194,2.20572,1.74508,1.50581,0.008152,0.008152,0.008152
16,115.271,1.97419,1.65213,1.34732,0.35866,0.39825,0.32899,0.12205,2.14153,1.83337,1.4959,0.00802,0.00802,0.00802
17,122.262,1.97362,1.58846,1.3325,0.42041,0.44367,0.39304,0.1343,2.2145,1.75889,1.52728,0.007888,0.007888,0.007888
18,129.275,1.96179,1.62443,1.35003,0.48247,0.47224,0.46859,0.18844,2.01374,1.71034,1.4124,0.007756,0.007756,0.007756
19,136.275,1.97873,1.61273,1.33794,0.42685,0.43406,0.40068,0.15644,2.14538,1.77009,1.50082,0.007624,0.007624,0.007624
20,149.253,2.03526,1.60602,1.34539,0.39226,0.41485,0.32933,0.12048,2.14075,1.8498,1.44558,0.007492,0.007492,0.007492
21,158.416,1.96316,1.59584,1.31726,0.49687,0.47773,0.48234,0.20339,2.02353,1.67587,1.41988,0.00736,0.00736,0.00736
22,167.801,1.95771,1.59802,1.31807,0.48481,0.50955,0.48846,0.18872,1.94637,1.63586,1.37064,0.007228,0.007228,0.007228
23,174.984,2.01648,1.60326,1.36441,0.5057,0.469,0.48206,0.1985,2.01847,1.64187,1.42893,0.007096,0.007096,0.007096
24,182.055,1.96285,1.59383,1.34083,0.5352,0.54323,0.53795,0.21553,1.91154,1.69982,1.34568,0.006964,0.006964,0.006964
25,189.067,1.95061,1.60015,1.33155,0.49947,0.49432,0.49847,0.20563,1.997,1.61812,1.37881,0.006832,0.006832,0.006832
26,195.966,1.92963,1.55346,1.32165,0.49711,0.50159,0.47164,0.19457,1.8683,1.58921,1.31954,0.0067,0.0067,0.0067
27,202.859,1.90354,1.58072,1.30827,0.55808,0.49192,0.51417,0.22132,1.91344,1.69772,1.35567,0.006568,0.006568,0.006568
28,209.977,1.93503,1.5219,1.30274,0.49925,0.49607,0.49842,0.20592,1.93408,1.59903,1.33216,0.006436,0.006436,0.006436
